filename,category,ocr_text,raw_ocr_text,ground_truth,raw_word_acc,processed_word_acc,raw_char_acc,processed_char_acc
Screenshot_5.png,manga,"NOT YET, SIR, BUT HE HAS TO BE HERE TIMOR, ARE YOU _THEREP","BRIDGE ST

> A 458 |
TOURBRIDGE|","BRIDGE ST, A 458, TOURBRIDGE",0.4,0.0,0.3571,0.0714
Screenshot_5.png,manga,"NOT YET, SIR, BUT HE HAS TO BE HERE TIMOR, ARE YOU _THEREP","BRIDGE ST

> A 458 |
TOURBRIDGE|","OVER HERE., ANY SIGN OF HIM?, NOT YET, SIR, BUT HE HAS TO BE AROUND HERE SOME--, TIMOR? TIMOR, ARE YOU THERE?",0.0,0.5455,0.0,0.0275
Screenshot_6.png,manga,Fe IX FABIA,"+7
este} — te

AGUTRAREAB
$7— ROU RIE",CAUTION DANGEROUS CORNER DRIVE SLOWLY,0.0,0.0,0.0541,0.0
Screenshot_6.png,manga,Fe IX FABIA,"+7
este} — te

AGUTRAREAB
$7— ROU RIE","十一年了整整十一年系统你就不能给我好一点的天赋吗, 气抖冷……, 点赞转发",0.0,0.0,0.0,0.0
Screenshot_6.png,manga,Fe IX FABIA,"CAUTION
DANGEROUS CORNER
DRIVE s SLOWLY",CAUTION DANGEROUS CORNER DRIVE SLOWLY,1.0,0.0,0.8108,0.0
Screenshot_6.png,manga,Fe IX FABIA,"CAUTION
DANGEROUS CORNER
DRIVE s SLOWLY","十一年了整整十一年系统你就不能给我好一点的天赋吗, 气抖冷……, 点赞转发",0.0,0.0,0.027,0.0
Screenshot_7.png,manga,SF Fx AEF PANE,"ABEWUEA
Barat
KESDA

— SRDORIE

FPitBA RAK
RIRAMMAAAK AS
MMRERERS

A+ — FRITS
FN EF
XA—MAVE",最後の夜,0.0,0.0,0.0,0.0
Screenshot_7.png,manga,SF Fx AEF PANE,"ABEWUEA
Barat
KESDA

— SRDORIE

FPitBA RAK
RIRAMMAAAK AS
MMRERERS

A+ — FRITS
FN EF
XA—MAVE","我重生以后
自带系统
这是多少人
梦寐以求的事

不过每天只能摇一次
灵根资质和先天气运
这个设定真是坑爹啊

可十一年都过来了
我又何必在乎
这么一两天呢",0.0,0.0,0.0,0.0
Screenshot_7.png,manga,SF Fx AEF PANE,,最後の夜,0.0,0.0,0.0,0.0
Screenshot_7.png,manga,SF Fx AEF PANE,,"我重生以后
自带系统
这是多少人
梦寐以求的事

不过每天只能摇一次
灵根资质和先天气运
这个设定真是坑爹啊

可十一年都过来了
我又何必在乎
这么一两天呢",0.0,0.0,0.0,0.0
Screenshot_8.png,manga,,,"客室への立入りは
ご宿泊者のみとなります。
ご面会等はロビーにて
お願い申し上げます。
The entrance to the guest room becomes only a hotel guest
I would like the meetings in a lobby",0.0,0.0,0.0,0.0
Screenshot_8.png,manga,,,"OR…. SO I THOUGHT,",0.0,0.0,0.0,0.0
Screenshot_8.png,manga,,"nis
a Beene eyes

aT (iL LITES

The entrance to the quest room becomes only a hotel guest
| would like the meetings in a lobby","客室への立入りは
ご宿泊者のみとなります。
ご面会等はロビーにて
お願い申し上げます。
The entrance to the guest room becomes only a hotel guest
I would like the meetings in a lobby",0.7368,0.0,0.029,0.0
Screenshot_8.png,manga,,"nis
a Beene eyes

aT (iL LITES

The entrance to the quest room becomes only a hotel guest
| would like the meetings in a lobby","OR…. SO I THOUGHT,",0.0,0.0,0.0,0.0
handwritten_1.jpg,handwritten,"$$ $$$
So",,"This is  A test image, writing like this to see what works, A blur should be harder",0.0,0.0,0.0,0.0
image (1).jpg,handwritten,"a 4
eae” , ae LS in an ad Neer as cAN Noe | all * | an t me ~ | : ~ i 7 4 - \","Le | Wane
sous",Though they may gather some left-wing,0.0,0.0,0.0,0.027
image (10).jpg,handwritten,"xSSuredness ""Be ila Belle Narie "" ¢ ue lophoue J O. lively song thal change Lemp mid-way .","xssuredness ""Bella Bella Narie” ( Rarlophone ), o lively song that chonge tempo mid-way.","assuredness ""Bella Bella Marie"" (Parlophone), a lively song that changes tempo mid-way.",0.5833,0.1667,0.3563,0.2184
image (11).jpg,handwritten,Showing Yab Suth ChangeS are of 0,Showing Yat Such Changes Are part of Qa,showing that such changes are part of a,0.75,0.5,0.2308,0.2051
image (2).jpg,handwritten,"‘ \ la a
\",Large ty Shy o/ Katou UM 3 ar Ohely Yo hen,A large majority of Labour MPs are likely to turn,0.1,0.1,0.0204,0.0204
image (3).jpg,handwritten,", oe iw op sort: - an Le pe Senor re = wo” 1 - . ¥, '. f o i - Lf i Oe wot 4 & eer - we 4 od _ rm vs , fe a st, E of we x , By yor . t ’ ‘ oy / “it j : vs v . a. f “i
? } fo fae LR Seg Ow EE og PPP FM a NA fo oe le PF ff PETS Di E ER ot pe
; é fe t..-— ed ra e oe CS ff an ge ~"" / Z aa neg { po ft, 9° OAS ; de non ee” i a ed La ial in te FO. a . f me",,members THE two rural African Nationalist,0.0,0.0,0.0,0.0976
image (4).jpg,handwritten,"feerecser hace been Crolol Nak 44 fg
aoe teen Creleol Nat “cbaur SeuakimenXh",teeresses have hem Craleol Nest ~bpur Seakwerk,Peeresses have been created. Most Labour sentiment,0.1429,0.1429,0.3,0.42
image (5).jpg,handwritten,"A. : ; y 2 bee a i Ne f; “ADO ft. oo ean Ph hs Ne ort aa A . } % mane | oY: fi ? a F if J pr. 4, . a - 3 ( y . As | ha. fe oR 7 fy ahr ip? y 4 ""4 Py “AF : v4 . Se
LW Morag RD CPAAD. , ftp te ANE. (ODN EMO Oy }","mM Nortum Rroderro, lus Ahe lolo-nial

Seerehory","in Northern Rhodesia, but the Colonial Secretary,",0.0,0.0,0.2449,0.0612
image (6).jpg,handwritten,"a fe : ~~ . be
a . wv, . ay. a ‘
iat F py: eae . arn fi ; eens x Nha ca OY Dy Mb ait eee ACTS BA EO aE Ke
- ‘5: “4 : Mat: . fe . my, - . ’ ‘pe 3 ny 8 . oy mo esa 4m 7S - ~ AS . me ‘ Se . a aes ‘ “4 tir ‘49 “es "" ate & ite. ; fore Sas ae : 23.8 Fae . a te y Ree . ee Sk Auli” - 4 om *e ‘ wi ee a . ~_—. . ~
Soar, ae Bea ow Eee BES Be ge wee Oe OW BEG Qa hs Ee =e
a Ay oe r i Wiz” WW Nae oe pa Mantle SAP Peet Sey : Sy",lucky lo haye descended From Soh economic oltludes .,lucky to have descended from such economic altitudes.,0.5,0.0,0.5283,0.0377
image (7).jpg,handwritten,,aunck {bor RU-; charlet. [Cw Jeeta kh Lad,and their filing clerks. The studio is lad,0.125,0.0,0.0952,0.0
image (8).jpg,handwritten,"wy
We Gene 8 I VALS",,water to make him swim when he is born.,0.0,0.0,0.0,0.0769
image (9).jpg,handwritten,,"‘Lock fe wont om earnantly ""You at net gorng","""Look!"" he went on earnestly. ""You're not going""",0.0,0.0,0.1042,0.0
image.jpg,handwritten,"pO ek, ot Pe. OR gt Pe Ege ae att il Nie coh | or oot Lot"" . fo a aa atid wre
, i, ” oo Piel EE eer a home Co “7 y ak rae ni ~
a / CP",hn hye ~e phn c0me ig os ripe 8,"Though they may gather some Left-wing support, a",0.0,0.125,0.0417,0.1458
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad","(3) DETECTIVE COMICS

Next AS NEWS OF DICE'S STRANGE DEATH RESOUNDS BATMAN, I KNOW YOU LOVE
‘STILL, THERE WAS THA BE MURDER -- IT'S (MPOSS/BLE,!

COMMISSIONER GORDON:
THIS 19 FRED BARKER! I'VE R
RECEIVED THE SAME TYPE UT DON'T WORRY JUST 10 BE
OF DEATH-NOTE THAT Jia SAFE, VLL HAVE YOUR HOUSE
DCE DID! youve Gor AY. <fas9 FULL OF POLICE TONIGHT.”

70 HELP ME

WE'RE NOT EARLY
YOUR WATCH MUST SEE, FRED?
WATERS AND COMMISSIONER) BE SLOW! AND YOU'RE GOING TO
GORDON: BUT YOURE J EVERYTHING'S BE OKAY. COME ON-
EARLY--HAS SOME FINE~THE POUCE “ LETS PLAY SOME
WILL BE ALONG CARDS TILL THIS
NA MOMENT. COMMISSIONER. MY dy HOAX BLOWS
(MEN ARE GUARDING
EVERY ENTRANCE,","""NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUNDS THROUGH GOTHAM CITY...""
""DICE DIED BEFORE THE VERY EYES OF THOSE 20 PEOPLE! LOOKED LIKE AN AUTOPSY MIGHT REVEAL SOMETHING—OTHER THAN DEATH FROM NATURAL CAUSES. IF IT CANNOT, THEN THIS IS MURDER...""
""STILL, THERE WAS THAT NOTE, COMMISSIONER... COULD IT HAVE BEEN A COINCIDENCE IF DICE FELLS HADN'T TOUCHED THE NOTE—AND THEN THROWN IT AWAY..."", ""BATMAN, I KNOW YOU LOVE A MYSTERY—BUT THIS COULDN'T BE MURDER—IT'S IMPOSSIBLE. COME ON, NOW—I'VE MORE IMPORTANT ASSIGNMENTS FOR YOU..."", ""BUT, TWO DAYS LATER...""
""COMMISSIONER GORDON—THIS IS FRED BARKER. I'VE RECEIVED THE SAME-TYPE OF DEATH-NOTE THAT JIM DICE DID! YOU'VE GOT TO HELP ME!"". ""CALM YOURSELF, BARKER! SOME PRACTICAL JOKER IS TAKING ADVANTAGE OF DICE—BUT DON'T WORRY—JUST TO BE SAFE, I'LL HAVE YOUR HOUSE BE FULL OF POLICE TONIGHT..."",  ""THEN, THAT EVENING...""
""WATERS AND COMMISSIONER GORDON! BUT YOU'RE EARLY—HAS SOMETHING GONE WRONG?""
""WE'RE NOT EARLY—YOUR WATCH MUST BE SLOW!—AND EVERYTHING'S FINE—THE POLICE WILL BE ALONG IN A MOMENT..."", ""AND, AS MIDNIGHT DRAWS NEAR...""
""EVERYTHING'S IN READINESS, COMMISSIONER. MY MEN ARE GUARDING EVERY ENTRANCE..."", ""SEE, FRED? YOU'RE GOING TO BE OKAY. COME ON—LET'S PLAY SOME CARDS TILL THIS HOAX BLOWS OVER.""",0.3563,0.0,0.0285,0.0048
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad","(3) DETECTIVE COMICS

Next AS NEWS OF DICE'S STRANGE DEATH RESOUNDS BATMAN, I KNOW YOU LOVE
‘STILL, THERE WAS THA BE MURDER -- IT'S (MPOSS/BLE,!

COMMISSIONER GORDON:
THIS 19 FRED BARKER! I'VE R
RECEIVED THE SAME TYPE UT DON'T WORRY JUST 10 BE
OF DEATH-NOTE THAT Jia SAFE, VLL HAVE YOUR HOUSE
DCE DID! youve Gor AY. <fas9 FULL OF POLICE TONIGHT.”

70 HELP ME

WE'RE NOT EARLY
YOUR WATCH MUST SEE, FRED?
WATERS AND COMMISSIONER) BE SLOW! AND YOU'RE GOING TO
GORDON: BUT YOURE J EVERYTHING'S BE OKAY. COME ON-
EARLY--HAS SOME FINE~THE POUCE “ LETS PLAY SOME
WILL BE ALONG CARDS TILL THIS
NA MOMENT. COMMISSIONER. MY dy HOAX BLOWS
(MEN ARE GUARDING
EVERY ENTRANCE,","LIFE IS AT THEIR HANDS- DEATH IS ON THEIR MINDS HENRY FONDA 12 ANGRY MEN, IT EXPLODES LIKE 12 STICKS OF DYNAMITE!",0.1053,0.0,0.0531,0.0354
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad","(3) DETECTIVE COMICS

Next AS NEWS OF DICE'S STRANGE DEATH RESOUNDS BATMAN, I KNOW YOU LOVE
‘STILL, THERE WAS THA BE MURDER -- IT'S (MPOSS/BLE,!

COMMISSIONER GORDON:
THIS 19 FRED BARKER! I'VE R
RECEIVED THE SAME TYPE UT DON'T WORRY JUST 10 BE
OF DEATH-NOTE THAT Jia SAFE, VLL HAVE YOUR HOUSE
DCE DID! youve Gor AY. <fas9 FULL OF POLICE TONIGHT.”

70 HELP ME

WE'RE NOT EARLY
YOUR WATCH MUST SEE, FRED?
WATERS AND COMMISSIONER) BE SLOW! AND YOU'RE GOING TO
GORDON: BUT YOURE J EVERYTHING'S BE OKAY. COME ON-
EARLY--HAS SOME FINE~THE POUCE “ LETS PLAY SOME
WILL BE ALONG CARDS TILL THIS
NA MOMENT. COMMISSIONER. MY dy HOAX BLOWS
(MEN ARE GUARDING
EVERY ENTRANCE,",Always,0.0,0.0,0.0,0.0
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad",,"""NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUNDS THROUGH GOTHAM CITY...""
""DICE DIED BEFORE THE VERY EYES OF THOSE 20 PEOPLE! LOOKED LIKE AN AUTOPSY MIGHT REVEAL SOMETHING—OTHER THAN DEATH FROM NATURAL CAUSES. IF IT CANNOT, THEN THIS IS MURDER...""
""STILL, THERE WAS THAT NOTE, COMMISSIONER... COULD IT HAVE BEEN A COINCIDENCE IF DICE FELLS HADN'T TOUCHED THE NOTE—AND THEN THROWN IT AWAY..."", ""BATMAN, I KNOW YOU LOVE A MYSTERY—BUT THIS COULDN'T BE MURDER—IT'S IMPOSSIBLE. COME ON, NOW—I'VE MORE IMPORTANT ASSIGNMENTS FOR YOU..."", ""BUT, TWO DAYS LATER...""
""COMMISSIONER GORDON—THIS IS FRED BARKER. I'VE RECEIVED THE SAME-TYPE OF DEATH-NOTE THAT JIM DICE DID! YOU'VE GOT TO HELP ME!"". ""CALM YOURSELF, BARKER! SOME PRACTICAL JOKER IS TAKING ADVANTAGE OF DICE—BUT DON'T WORRY—JUST TO BE SAFE, I'LL HAVE YOUR HOUSE BE FULL OF POLICE TONIGHT..."",  ""THEN, THAT EVENING...""
""WATERS AND COMMISSIONER GORDON! BUT YOU'RE EARLY—HAS SOMETHING GONE WRONG?""
""WE'RE NOT EARLY—YOUR WATCH MUST BE SLOW!—AND EVERYTHING'S FINE—THE POLICE WILL BE ALONG IN A MOMENT..."", ""AND, AS MIDNIGHT DRAWS NEAR...""
""EVERYTHING'S IN READINESS, COMMISSIONER. MY MEN ARE GUARDING EVERY ENTRANCE..."", ""SEE, FRED? YOU'RE GOING TO BE OKAY. COME ON—LET'S PLAY SOME CARDS TILL THIS HOAX BLOWS OVER.""",0.0,0.0,0.0,0.0048
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad",,"LIFE IS AT THEIR HANDS- DEATH IS ON THEIR MINDS HENRY FONDA 12 ANGRY MEN, IT EXPLODES LIKE 12 STICKS OF DYNAMITE!",0.0,0.0,0.0,0.0354
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad",,Always,0.0,0.0,0.0,0.0
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad","THEIR MINDS!
EXPLODES

Bee

FONDA sTicKs

DYNAMITE!

ANGRY WY","""NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUNDS THROUGH GOTHAM CITY...""
""DICE DIED BEFORE THE VERY EYES OF THOSE 20 PEOPLE! LOOKED LIKE AN AUTOPSY MIGHT REVEAL SOMETHING—OTHER THAN DEATH FROM NATURAL CAUSES. IF IT CANNOT, THEN THIS IS MURDER...""
""STILL, THERE WAS THAT NOTE, COMMISSIONER... COULD IT HAVE BEEN A COINCIDENCE IF DICE FELLS HADN'T TOUCHED THE NOTE—AND THEN THROWN IT AWAY..."", ""BATMAN, I KNOW YOU LOVE A MYSTERY—BUT THIS COULDN'T BE MURDER—IT'S IMPOSSIBLE. COME ON, NOW—I'VE MORE IMPORTANT ASSIGNMENTS FOR YOU..."", ""BUT, TWO DAYS LATER...""
""COMMISSIONER GORDON—THIS IS FRED BARKER. I'VE RECEIVED THE SAME-TYPE OF DEATH-NOTE THAT JIM DICE DID! YOU'VE GOT TO HELP ME!"". ""CALM YOURSELF, BARKER! SOME PRACTICAL JOKER IS TAKING ADVANTAGE OF DICE—BUT DON'T WORRY—JUST TO BE SAFE, I'LL HAVE YOUR HOUSE BE FULL OF POLICE TONIGHT..."",  ""THEN, THAT EVENING...""
""WATERS AND COMMISSIONER GORDON! BUT YOU'RE EARLY—HAS SOMETHING GONE WRONG?""
""WE'RE NOT EARLY—YOUR WATCH MUST BE SLOW!—AND EVERYTHING'S FINE—THE POLICE WILL BE ALONG IN A MOMENT..."", ""AND, AS MIDNIGHT DRAWS NEAR...""
""EVERYTHING'S IN READINESS, COMMISSIONER. MY MEN ARE GUARDING EVERY ENTRANCE..."", ""SEE, FRED? YOU'RE GOING TO BE OKAY. COME ON—LET'S PLAY SOME CARDS TILL THIS HOAX BLOWS OVER.""",0.0,0.0,0.0032,0.0048
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad","THEIR MINDS!
EXPLODES

Bee

FONDA sTicKs

DYNAMITE!

ANGRY WY","LIFE IS AT THEIR HANDS- DEATH IS ON THEIR MINDS HENRY FONDA 12 ANGRY MEN, IT EXPLODES LIKE 12 STICKS OF DYNAMITE!",0.3158,0.0,0.0354,0.0354
Screenshot_1.png,handwritten,"| o 4 | 3 . pf ; — A} yp Lf i. J - ; Pah ~ | |
(A \ RUE ad","THEIR MINDS!
EXPLODES

Bee

FONDA sTicKs

DYNAMITE!

ANGRY WY",Always,0.0,0.0,0.0,0.0
Screenshot_2.png,handwritten,rOndwrit ten,"PLEASE LET
US PASS!
THIS MAN

iS cus

| BUT TWO WATCHING &
NOT BEEN FOOLE

TIVE COMICS

HURRY, ANOTHER OF THE
THOSE CLOCKS JOKER'S REVERSE
ARE WRONG— @ TRICKS! WATCH

THEYRE THAT CROWD!
RUNNING _, J HE'S IN THERE
BACKWARDS.’ SOME PLACE

IGURES HAVE
R

THAT INVALID IN THEN@ BATMAN'S HUNCH IS RIGHT, FOR
WHEELCHAIR— HIS VI} SUDDENLY.
SHOES ARE DUsTY.’, J er
HE'S BEEN WALKING! Jam Quick. NOW'S
HE'S A FAKE,” 4am OUR CHANCE./

START THE

WESTERN

FLIER— IN
EVERSE J

ITS A SWELL NEXT TIME YOU
WAY 1O OPEN PLAY INVALID, JOKER,
UP THAT Lockeo ) | |WIPE THE DUST OFF
GOLD CAR,’ YOUR SHOES","But two watching figures have not been fooled by the Joker's clever ruse. Hurry! Those clocks are wrong -- they're running backwards!
Another of the Joker's reverse tricks! Watch that crowd! He's in there some place... Please let us pass! This man is ill!
That invalid in the wheelchair -- his shoes are dusty, he's been walking. He's a fake!  Batman's hunch is right, for suddenly...
Quick! Now's our chance. Now to start the Western Flier -- in reverse! It's a swell way to open up that locked gold car! Next time you play invalid, Joker, wipe the dust off your shoes!
And next time you play detective --
Another reversed crime! First the news story... then the getaway... and now he'll return to steal the gold!
What's all the fuss about down there?  ",0.5437,0.0,0.0412,0.0
Screenshot_2.png,handwritten,rOndwrit ten,"PLEASE LET
US PASS!
THIS MAN

iS cus

| BUT TWO WATCHING &
NOT BEEN FOOLE

TIVE COMICS

HURRY, ANOTHER OF THE
THOSE CLOCKS JOKER'S REVERSE
ARE WRONG— @ TRICKS! WATCH

THEYRE THAT CROWD!
RUNNING _, J HE'S IN THERE
BACKWARDS.’ SOME PLACE

IGURES HAVE
R

THAT INVALID IN THEN@ BATMAN'S HUNCH IS RIGHT, FOR
WHEELCHAIR— HIS VI} SUDDENLY.
SHOES ARE DUsTY.’, J er
HE'S BEEN WALKING! Jam Quick. NOW'S
HE'S A FAKE,” 4am OUR CHANCE./

START THE

WESTERN

FLIER— IN
EVERSE J

ITS A SWELL NEXT TIME YOU
WAY 1O OPEN PLAY INVALID, JOKER,
UP THAT Lockeo ) | |WIPE THE DUST OFF
GOLD CAR,’ YOUR SHOES",Handwritten,0.0,0.0,0.0,0.5455
Screenshot_2.png,handwritten,rOndwrit ten,andwrit ten,"But two watching figures have not been fooled by the Joker's clever ruse. Hurry! Those clocks are wrong -- they're running backwards!
Another of the Joker's reverse tricks! Watch that crowd! He's in there some place... Please let us pass! This man is ill!
That invalid in the wheelchair -- his shoes are dusty, he's been walking. He's a fake!  Batman's hunch is right, for suddenly...
Quick! Now's our chance. Now to start the Western Flier -- in reverse! It's a swell way to open up that locked gold car! Next time you play invalid, Joker, wipe the dust off your shoes!
And next time you play detective --
Another reversed crime! First the news story... then the getaway... and now he'll return to steal the gold!
What's all the fuss about down there?  ",0.0,0.0,0.0013,0.0
Screenshot_2.png,handwritten,rOndwrit ten,andwrit ten,Handwritten,0.0,0.0,0.2727,0.5455
Screenshot_2.png,handwritten,rOndwrit ten,,"But two watching figures have not been fooled by the Joker's clever ruse. Hurry! Those clocks are wrong -- they're running backwards!
Another of the Joker's reverse tricks! Watch that crowd! He's in there some place... Please let us pass! This man is ill!
That invalid in the wheelchair -- his shoes are dusty, he's been walking. He's a fake!  Batman's hunch is right, for suddenly...
Quick! Now's our chance. Now to start the Western Flier -- in reverse! It's a swell way to open up that locked gold car! Next time you play invalid, Joker, wipe the dust off your shoes!
And next time you play detective --
Another reversed crime! First the news story... then the getaway... and now he'll return to steal the gold!
What's all the fuss about down there?  ",0.0,0.0,0.0,0.0
Screenshot_2.png,handwritten,rOndwrit ten,,Handwritten,0.0,0.0,0.0,0.5455
test_image.jpg,handwritten,"I-_ Poly cnnal ty ns nrab det eis wpe tatodporntes tie
and _toy, be  salved ra thenl couplet fant Ae
_ urd eGstoo ¢ he pvp st peeple paths PE a$
___NP Cr hendelerniAtic nslu bemial tere is TEE
ee Se a2) ect problens “hele perce oh fot
to colue: Lyithovl ony clase melae 7 9 fss fussy re
: : I
ah we oo, ad fou. sured re [nla
b: hs fie camplenty Of Ofrrary AT eae) f) fii si *y
‘ f } , we f li w - ° ® Y/; ‘ .
. tylufe faze complerilu fs) ln? ay caageh as. ”)
YW. f font wns
Fis ba ofthe teop bale 1s le
7",,"Polynomial time problems are deterministic and can be solved without complication and is understood by most people whereas NP or nondeterministic polynomial time is used a type of problem which requires effort to solve without any clear method of solving it.

I don't know

The time complexity of binary search is O(log n) while the complexity of linear search is O(n)

I don't know

The big O of the loop below is O(n²)",0.0,0.1154,0.0,0.0571
Screenshot_1.png,stylized,"iva. Wo SN Cad See
LIFE IS IN
THEIR HANDS-W DEATH IS ON
r THEIR MINDS!
EXPLODES
LIKE
12
HENRY F FONDA sticks
OF
f | DYNAMITE!
4,3 |
Pailiie
a UE COMB ER SBE .1 CMM AOR kc es
ao» SRE | are ENN HON | ORAS er one bY LEE |","(3) DETECTIVE COMICS

Next AS NEWS OF DICE'S STRANGE DEATH RESOUNDS BATMAN, I KNOW YOU LOVE
‘STILL, THERE WAS THA BE MURDER -- IT'S (MPOSS/BLE,!

COMMISSIONER GORDON:
THIS 19 FRED BARKER! I'VE R
RECEIVED THE SAME TYPE UT DON'T WORRY JUST 10 BE
OF DEATH-NOTE THAT Jia SAFE, VLL HAVE YOUR HOUSE
DCE DID! youve Gor AY. <fas9 FULL OF POLICE TONIGHT.”

70 HELP ME

WE'RE NOT EARLY
YOUR WATCH MUST SEE, FRED?
WATERS AND COMMISSIONER) BE SLOW! AND YOU'RE GOING TO
GORDON: BUT YOURE J EVERYTHING'S BE OKAY. COME ON-
EARLY--HAS SOME FINE~THE POUCE “ LETS PLAY SOME
WILL BE ALONG CARDS TILL THIS
NA MOMENT. COMMISSIONER. MY dy HOAX BLOWS
(MEN ARE GUARDING
EVERY ENTRANCE,","""NEXT DAY, AS NEWS OF DICE'S STRANGE DEATH RESOUNDS THROUGH GOTHAM CITY...""
""DICE DIED BEFORE THE VERY EYES OF THOSE 20 PEOPLE! LOOKED LIKE AN AUTOPSY MIGHT REVEAL SOMETHING—OTHER THAN DEATH FROM NATURAL CAUSES. IF IT CANNOT, THEN THIS IS MURDER...""
""STILL, THERE WAS THAT NOTE, COMMISSIONER... COULD IT HAVE BEEN A COINCIDENCE IF DICE FELLS HADN'T TOUCHED THE NOTE—AND THEN THROWN IT AWAY..."", ""BATMAN, I KNOW YOU LOVE A MYSTERY—BUT THIS COULDN'T BE MURDER—IT'S IMPOSSIBLE. COME ON, NOW—I'VE MORE IMPORTANT ASSIGNMENTS FOR YOU..."", ""BUT, TWO DAYS LATER...""
""COMMISSIONER GORDON—THIS IS FRED BARKER. I'VE RECEIVED THE SAME-TYPE OF DEATH-NOTE THAT JIM DICE DID! YOU'VE GOT TO HELP ME!"". ""CALM YOURSELF, BARKER! SOME PRACTICAL JOKER IS TAKING ADVANTAGE OF DICE—BUT DON'T WORRY—JUST TO BE SAFE, I'LL HAVE YOUR HOUSE BE FULL OF POLICE TONIGHT..."",  ""THEN, THAT EVENING...""
""WATERS AND COMMISSIONER GORDON! BUT YOU'RE EARLY—HAS SOMETHING GONE WRONG?""
""WE'RE NOT EARLY—YOUR WATCH MUST BE SLOW!—AND EVERYTHING'S FINE—THE POLICE WILL BE ALONG IN A MOMENT..."", ""AND, AS MIDNIGHT DRAWS NEAR...""
""EVERYTHING'S IN READINESS, COMMISSIONER. MY MEN ARE GUARDING EVERY ENTRANCE..."", ""SEE, FRED? YOU'RE GOING TO BE OKAY. COME ON—LET'S PLAY SOME CARDS TILL THIS HOAX BLOWS OVER.""",0.3563,0.0437,0.0285,0.0127
Screenshot_1.png,stylized,"iva. Wo SN Cad See
LIFE IS IN
THEIR HANDS-W DEATH IS ON
r THEIR MINDS!
EXPLODES
LIKE
12
HENRY F FONDA sticks
OF
f | DYNAMITE!
4,3 |
Pailiie
a UE COMB ER SBE .1 CMM AOR kc es
ao» SRE | are ENN HON | ORAS er one bY LEE |","(3) DETECTIVE COMICS

Next AS NEWS OF DICE'S STRANGE DEATH RESOUNDS BATMAN, I KNOW YOU LOVE
‘STILL, THERE WAS THA BE MURDER -- IT'S (MPOSS/BLE,!

COMMISSIONER GORDON:
THIS 19 FRED BARKER! I'VE R
RECEIVED THE SAME TYPE UT DON'T WORRY JUST 10 BE
OF DEATH-NOTE THAT Jia SAFE, VLL HAVE YOUR HOUSE
DCE DID! youve Gor AY. <fas9 FULL OF POLICE TONIGHT.”

70 HELP ME

WE'RE NOT EARLY
YOUR WATCH MUST SEE, FRED?
WATERS AND COMMISSIONER) BE SLOW! AND YOU'RE GOING TO
GORDON: BUT YOURE J EVERYTHING'S BE OKAY. COME ON-
EARLY--HAS SOME FINE~THE POUCE “ LETS PLAY SOME
WILL BE ALONG CARDS TILL THIS
NA MOMENT. COMMISSIONER. MY dy HOAX BLOWS
(MEN ARE GUARDING
EVERY ENTRANCE,","LIFE IS AT THEIR HANDS- DEATH IS ON THEIR MINDS HENRY FONDA 12 ANGRY MEN, IT EXPLODES LIKE 12 STICKS OF DYNAMITE!",0.1053,0.6842,0.0531,0.0973
